date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:19	932/932	---M--	200	added ('OK')	text/css	etag:%223a4-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/suggest.css	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/suggest.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:19%20GMT	https://seupagamento-oficial.site/resultado/cores.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/cores.51.delayed	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:20%20GMT	https://seupagamento-oficial.site/resultado/menu.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/menuc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:20%20GMT	https://seupagamento-oficial.site/resultado/acessibilidade.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/acessibilidadec81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:20%20GMT	https://seupagamento-oficial.site/resultado/footer.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/footerc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:20%20GMT	https://seupagamento-oficial.site/resultado/forms.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/formsc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:21%20GMT	https://seupagamento-oficial.site/resultado/botoes.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/botoesc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:21%20GMT	https://seupagamento-oficial.site/resultado/modal.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/modalc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:21%20GMT	https://seupagamento-oficial.site/resultado/alerta.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/alertac81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:21%20GMT	https://seupagamento-oficial.site/resultado/tabs-antonio.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/tabs-antonio.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:22%20GMT	https://seupagamento-oficial.site/resultado/tabelas.css?2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/tabelasc81e.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:22%20GMT	https://seupagamento-oficial.site/resultado/tabelas-bunker.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/tabelas-bunker.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:22%20GMT	https://seupagamento-oficial.site/resultado/suggest.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/suggest.css	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:22%20GMT	https://seupagamento-oficial.site/img/arrow-right-black.svg	C:/Meus%20Sites/correrio/seupagamento-oficial.site/img/arrow-right-black.svg	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:23%20GMT	https://seupagamento-oficial.site/img/loading-dark.svg	C:/Meus%20Sites/correrio/seupagamento-oficial.site/img/loading-dark.svg	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:23%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfont3e6e.eot	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:23%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.eot?	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfontd41d.eot	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:23%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfont3e6e.woff2	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:23%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfont3e6e.woff	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:24%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfont3e6e.ttf	(from https://seupagamento-oficial.site/resultado/style.css)
13:36:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:24%20GMT	https://seupagamento-oficial.site/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Meus%20Sites/correrio/seupagamento-oficial.site/fonts/fontawesome-webfont3e6e.svg	(from https://seupagamento-oficial.site/resultado/style.css)
